quantile,value,type,location,target,forecast_date,target_end_date
0.400,243,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,255,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,272,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
NA,272,point,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,289,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,308,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,322,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,335,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,356,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,377,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,406,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,447,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,524,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,576,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,647,quantile,47,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,81,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,101,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,117,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,140,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,160,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,172,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,184,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,198,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,212,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,226,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,241,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,253,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
NA,253,point,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,272,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,285,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,305,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,328,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,349,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,379,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,414,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,474,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,567,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,656,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,830,quantile,47,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,68,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,85,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,97,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,119,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,136,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,150,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,161,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,173,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,186,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,200,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,214,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,230,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
NA,230,point,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,243,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,262,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,281,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,304,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,330,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,360,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,402,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,466,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,602,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,815,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,959,quantile,47,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,50,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,61,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,74,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,91,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,106,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,120,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,138,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,146,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,161,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,173,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,189,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,205,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
NA,205,point,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,224,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,243,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,265,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,291,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,325,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,372,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,449,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,531,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,679,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,915,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,1067,quantile,47,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,727,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,806,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,900,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,994,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,1072,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,1136,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,1211,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,1256,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,1291,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,1345,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,1407,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,1448,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
NA,1448,point,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,1494,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,1556,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,1616,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,1681,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,1746,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,1839,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,1946,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,2097,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,2333,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,2669,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,2936,quantile,48,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,1153,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,1289,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,1540,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,1756,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,1909,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,2096,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,2242,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,2355,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,2498,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,2618,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,2753,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,2870,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
NA,2870,point,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,3026,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,3182,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,3353,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,3535,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,3758,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,4028,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,4376,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,4733,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,5302,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,5996,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,6875,quantile,48,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,1755,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,2131,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,2508,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,2951,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,3313,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,3630,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,3896,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,4242,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,4593,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,4914,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,5300,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,5560,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
NA,5560,point,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,5956,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,6242,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,6633,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,7186,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,7847,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,8396,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,9200,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,9944,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,11714,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,13028,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,15866,quantile,48,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,2612,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,3218,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,3728,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,4763,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,5429,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,6059,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,6764,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,7373,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,8039,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,8672,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,9247,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,9970,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
NA,9970,point,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,10753,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,11590,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,12464,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,13369,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,14315,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,15492,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,17011,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,18974,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,22675,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,25139,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,29353,quantile,48,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,44,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,52,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,62,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,76,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,86,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,93,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,100,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,108,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,116,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,123,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,131,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,141,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
NA,141,point,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,150,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,161,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,175,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,186,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,202,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,218,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,240,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,270,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,311,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,369,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,450,quantile,49,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,53,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,72,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,89,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,114,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,136,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,154,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,174,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,196,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,217,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,238,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,256,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,276,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
NA,276,point,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,298,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,329,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,355,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,383,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,424,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,463,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,516,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,598,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,762,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,881,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,1062,quantile,49,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,73,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,94,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,131,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,173,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,210,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,250,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,289,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,317,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,348,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,390,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,430,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,474,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
NA,474,point,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,520,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,568,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,626,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,674,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,747,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,829,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,934,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,1058,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,1353,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,1594,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,1824,quantile,49,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,67,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,101,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,168,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,248,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,311,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,364,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,411,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,473,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,533,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,595,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,646,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,700,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
NA,700,point,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,768,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,846,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,913,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,996,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,1104,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,1226,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,1369,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,1533,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,1840,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,2124,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,2579,quantile,49,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,111,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,139,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,161,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,185,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,206,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,224,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,236,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,250,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,262,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,277,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,294,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,308,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
NA,308,point,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,320,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,339,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,358,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,375,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,396,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,429,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,457,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,499,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,574,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,641,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,696,quantile,51,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,118,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,136,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,167,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,196,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,224,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,254,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,277,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,296,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,320,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,341,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,363,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,382,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
NA,382,point,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,409,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,437,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,475,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,512,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,556,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,592,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,652,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,745,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,883,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,1011,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,1192,quantile,51,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,120,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,147,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,173,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,206,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,239,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,275,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,311,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,338,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,371,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,401,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,428,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,464,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
NA,464,point,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,511,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,545,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,601,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,652,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,724,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,799,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,883,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,1029,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,1232,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,1422,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,1797,quantile,51,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,107,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,128,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,152,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,202,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,241,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,286,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,326,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,368,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,406,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,460,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,506,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,555,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
NA,555,point,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,612,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,690,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,796,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,887,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,978,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,1107,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,1252,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,1441,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,1713,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,1983,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,2327,quantile,51,4 wk ahead inc death,2022-01-09,2022-02-05
